uid,proto,service,duration,orig_bytes,resp_bytes,conn_state,orig_pkts,resp_pkts,label,attack_type
C002815,tcp,-,0.00398,0,0,S0,1,0,1,portscan
C002816,tcp,-,0.04569,0,0,S0,1,0,1,ddos
C002817,udp,dns,2.0395,1020,17946,SF,2,18,0,benign
C002818,tcp,-,1.4677,3458,67500,SF,7,30,0,benign
C002819,tcp,http,1.5183,2208,9414,SF,8,9,0,benign
C002820,tcp,http,0.5636,2205,15120,SF,5,7,0,benign
C002821,udp,dns,1.9895,9020,14756,SF,11,7,0,benign
C002822,tcp,-,0.00908,0,0,S0,1,0,1,portscan
C002823,tcp,-,0.00532,0,0,S0,1,0,1,portscan
C002824,tcp,ssh,3.2248,408,343,SF,8,7,1,bruteforce
C002825,tcp,ssl,6.5093,7146,9424,SF,9,16,0,benign
C002826,tcp,-,0.00796,0,0,S0,1,0,1,portscan
C002827,tcp,ssl,0.9933,5292,8838,SF,7,9,0,benign
C002828,tcp,http,11.0721,2277,4620,SF,9,28,0,benign
C002829,tcp,-,0.00404,0,0,S0,1,1,1,portscan
C002830,udp,dns,1.7571,19980,16688,SF,27,8,0,benign
C002831,tcp,-,0.0015,0,0,REJ,1,0,1,portscan
C002832,tcp,ssl,4.2758,2576,11620,SF,8,10,0,benign
C002833,tcp,ftp,3.8421,495,354,SF,11,6,1,bruteforce
C002834,tcp,http,0.4789,3444,8096,SF,6,11,0,benign
C002835,tcp,ftp,2.341,531,423,SF,9,9,1,bruteforce
C002836,tcp,ssh,0.9115,4305,18340,SF,15,7,0,benign
C002837,tcp,ssl,1.1135,4915,11201,SF,5,23,0,benign
C002838,tcp,ssh,1.8541,336,369,SF,6,9,1,bruteforce
C002839,tcp,-,0.00887,0,0,REJ,1,1,1,portscan
C002840,tcp,ftp,2.1411,639,180,SF,9,6,1,bruteforce
C002841,tcp,http,1.4232,2569,5958,SF,7,6,0,benign
C002842,tcp,http,14.6294,4680,33372,SF,8,12,0,benign
C002843,tcp,ssl,4.0535,882,18207,SF,7,17,0,benign
C002844,udp,dns,8.8012,1932,5970,SF,6,3,0,benign
C002845,tcp,ssl,3.6784,1090,5772,SF,5,2,0,benign
C002846,tcp,-,0.0068,0,0,S0,1,1,1,portscan
C002847,tcp,-,8.7757,15742,4440,SF,17,24,0,benign
C002848,tcp,http,1.9457,6048,8871,RSTO,7,3,0,benign
C002849,tcp,-,0.04951,0,0,S0,1,0,1,ddos
C002850,udp,dns,5.435,872,25848,SF,8,9,0,benign
C002851,tcp,http,2.7265,6136,19545,SF,8,15,0,benign
C002852,tcp,http,6.6308,5808,17656,SF,8,8,0,benign
C002853,tcp,http,0.4002,1518,26100,SF,2,10,0,benign
C002854,tcp,-,0.00651,0,0,S0,1,0,1,portscan
C002855,tcp,http,3.7721,6201,31824,RSTO,13,12,0,benign
C002856,tcp,ssl,1.1685,5460,7312,SF,7,8,0,benign
C002857,tcp,ssl,0.9371,4816,10395,SF,8,11,0,benign
C002858,tcp,http,1.911,4648,70374,SF,8,37,0,benign
C002859,tcp,ssh,3.8534,470,440,SF,10,8,1,bruteforce
C002860,udp,dns,4.1871,1386,5328,SF,11,2,0,benign
C002861,tcp,ssl,3.5708,2508,11244,SF,12,4,0,benign
C002862,tcp,ssl,3.8846,1632,17196,SF,17,12,0,benign
C002863,udp,dns,2.7241,9750,26884,SF,10,26,0,benign
C002864,udp,dns,3.2009,2375,135286,SF,5,46,0,benign
C002865,tcp,ssl,2.4286,11625,20871,SF,31,9,0,benign
C002866,udp,dns,4.3857,11580,14700,SF,12,6,0,benign
C002867,tcp,-,0.00157,0,0,S0,1,1,1,portscan
C002868,tcp,ssl,2.1283,3176,15281,SF,8,7,0,benign
C002869,tcp,ssl,2.0817,2752,24600,SF,4,15,0,benign
C002870,tcp,ssh,7.2536,13787,12105,SF,17,9,0,benign
C002871,tcp,ssl,1.6371,498,18809,SF,6,7,0,benign
C002872,udp,dns,2.6661,3920,13779,SF,5,9,0,benign
C002873,tcp,http,1.6403,1442,13590,SF,7,6,0,benign
C002874,tcp,-,0.00578,0,0,S0,1,1,1,portscan
C002875,tcp,-,2.0537,8217,13900,SF,9,5,0,benign
C002876,tcp,http,0.6995,1785,3828,SF,5,2,0,benign
C002877,tcp,http,9.1895,5568,5730,REJ,12,15,0,benign
C002878,tcp,http,0.9387,8365,22763,SF,35,13,0,benign
C002879,tcp,ssl,4.1555,13636,9428,SF,14,4,0,benign
C002880,tcp,ssl,3.1697,7632,28339,SF,8,17,0,benign
C002881,tcp,http,5.6517,3883,11520,SF,11,20,0,benign
C002882,tcp,http,2.889,620,7090,SF,4,10,0,benign
C002883,tcp,ssl,8.9608,7391,12350,SF,19,5,0,benign
C002884,tcp,ssl,8.7142,1712,47056,SF,8,16,0,benign
C002885,tcp,ssl,3.1335,1926,3988,SF,3,4,0,benign
C002886,udp,dns,2.9793,7636,47216,SF,23,26,0,benign
C002887,tcp,ssl,11.9957,4635,12760,REJ,5,10,0,benign
C002888,udp,dns,2.8767,1360,16400,SF,8,8,0,benign
C002889,tcp,ssl,3.9038,2496,8088,SF,24,6,0,benign
C002890,tcp,ssl,7.2798,3904,16422,SF,4,7,0,benign
C002891,tcp,-,2.147,895,4200,SF,5,12,0,benign
C002892,udp,dns,1.9259,2380,11540,SF,4,4,0,benign
C002893,tcp,-,0.0056,0,0,S0,1,0,1,portscan
C002894,tcp,-,0.00401,0,0,S0,1,0,1,portscan
C002895,tcp,ssh,3.1604,392,228,SF,8,6,1,bruteforce
C002896,icmp,-,2.0564,1032,57536,SF,6,32,0,benign
C002897,tcp,ssl,2.8407,8190,14874,SF,10,6,0,benign
C002898,udp,dns,6.5513,2748,3384,SF,3,12,0,benign
C002899,udp,dns,1.2596,276,5425,REJ,4,5,0,benign
C002900,tcp,ssl,7.1103,12274,14965,SF,17,41,0,benign
C002901,udp,dns,2.4223,1449,38016,SF,7,54,0,benign
C002902,tcp,ssl,6.0303,7749,40095,SF,41,27,0,benign
C002903,tcp,-,14.027,3626,17892,SF,14,9,0,benign
C002904,udp,-,0.0151,0,0,S0,1,0,1,ddos
C002905,tcp,http,3.7998,4914,2200,SF,6,22,0,benign
C002906,udp,dns,25.4794,1268,29448,SF,4,18,0,benign
C002907,tcp,-,0.00925,0,0,REJ,1,0,1,portscan
C002908,tcp,http,9.5051,13110,16260,S1,15,10,0,benign
C002909,tcp,ssl,3.3904,3146,2546,SF,13,2,0,benign
C002910,udp,dns,1.8713,3436,1810,SF,4,10,0,benign
C002911,tcp,-,2.5635,2080,13730,SF,10,5,0,benign
C002912,tcp,ssh,1.0365,462,248,SF,7,8,1,bruteforce
C002913,udp,dns,5.1152,5292,3392,S1,6,8,0,benign
C002914,tcp,-,3.44,1696,25428,SF,4,13,0,benign
C002915,udp,dns,3.5451,3368,7976,SF,8,4,0,benign
C002916,tcp,-,0.00784,0,0,S0,1,0,1,portscan
C002917,tcp,-,0.6296,6904,11500,SF,8,5,0,benign
C002918,tcp,http,1.7929,2345,4578,SF,5,3,0,benign
C002919,tcp,http,9.4284,4095,2480,SF,13,4,0,benign
C002920,tcp,-,0.0063,0,0,S0,1,0,1,portscan
C002921,tcp,ssl,1.6807,1392,60465,SF,4,29,0,benign
C002922,udp,dns,2.871,3190,37920,REJ,11,30,0,benign
C002923,tcp,-,2.2308,2706,8428,SF,3,7,0,benign
C002924,tcp,-,0.00944,0,0,S0,1,0,1,portscan
C002925,tcp,ssl,2.8889,1825,22768,SF,5,8,0,benign
C002926,tcp,http,7.0737,885,8630,SF,5,10,0,benign
C002927,tcp,-,0.00848,0,0,S0,1,1,1,portscan
C002928,tcp,-,9.1175,11752,10470,SF,13,6,0,benign
C002929,tcp,-,0.00696,0,0,S0,1,0,1,portscan
C002930,tcp,ssl,3.7131,8568,32167,SF,9,19,0,benign
C002931,tcp,ssl,1.6863,7728,11679,SF,16,17,0,benign
C002932,tcp,-,0.0247,0,0,S0,1,0,1,ddos
C002933,tcp,http,9.4186,8288,9877,RSTO,14,7,0,benign
C002934,tcp,http,2.9866,4692,33912,SF,23,12,0,benign
C002935,tcp,http,1.8689,2128,19512,SF,16,12,0,benign
C002936,tcp,-,0.02427,0,0,S0,1,0,1,ddos
C002937,tcp,http,5.289,4032,41650,SF,7,14,0,benign
C002938,udp,dns,2.482,768,19660,S1,6,10,0,benign
C002939,tcp,http,0.8075,1216,3205,SF,4,5,0,benign
C002940,udp,dns,15.311,5168,28740,SF,8,10,0,benign
C002941,udp,dns,4.7155,2097,6880,SF,9,5,0,benign
C002942,udp,dns,1.2112,2922,7500,SF,6,4,0,benign
C002943,tcp,ftp,3.2976,344,350,SF,8,7,1,bruteforce
C002944,udp,dns,4.021,3716,32780,SF,4,11,0,benign
C002945,tcp,ssl,3.6931,5360,1994,SF,8,2,0,benign
C002946,tcp,-,2.1537,6600,58144,SF,25,23,0,benign
C002947,tcp,-,7.4162,2115,11445,SF,5,5,0,benign
C002948,tcp,-,0.03675,0,0,S0,2,0,1,ddos
C002949,tcp,ssl,11.0069,3468,3936,SF,6,3,0,benign
C002950,tcp,-,0.0085,0,0,S0,1,0,1,portscan
C002951,udp,dns,1.3415,14624,12087,SF,16,9,0,benign
C002952,tcp,ssl,2.1553,18850,18753,SF,26,19,0,benign
C002953,udp,dns,2.5087,704,2040,SF,4,12,0,benign
C002954,tcp,ssl,4.9976,4947,24120,SF,17,9,0,benign
C002955,tcp,http,2.9177,1479,14832,SF,3,6,0,benign
C002956,tcp,-,0.00617,0,0,REJ,1,0,1,portscan
C002957,tcp,ssh,1.9482,791,14357,SF,7,7,0,benign
C002958,tcp,-,0.00089,0,0,S0,1,0,1,portscan
C002959,tcp,ssl,1.7318,2427,10914,SF,3,6,0,benign
C002960,tcp,-,0.001,0,0,S0,1,1,1,portscan
C002961,tcp,ssh,3.5514,430,225,SF,10,5,1,bruteforce
C002962,tcp,http,1.9825,987,12325,SF,7,5,0,benign
C002963,udp,dns,9.5225,3310,8432,SF,5,16,0,benign
C002964,tcp,ssh,1.7374,592,320,SF,8,8,1,bruteforce
C002965,icmp,-,2.1155,2605,6075,SF,5,5,0,benign
C002966,tcp,ssl,5.2015,7560,8283,SF,54,3,0,benign
C002967,tcp,-,0.00569,0,0,S0,1,0,1,portscan
C002968,tcp,ssl,1.9842,2175,5025,SF,5,15,0,benign
C002969,icmp,-,1.4778,292,6642,SF,4,18,0,benign
C002970,tcp,ssl,3.7749,1848,70644,SF,11,28,0,benign
C002971,tcp,ssl,5.8321,4160,8281,REJ,5,7,0,benign
C002972,tcp,ssl,2.5247,1278,16870,SF,9,7,0,benign
C002973,udp,dns,24.8787,6832,21978,SF,7,18,0,benign
C002974,tcp,-,2.6001,8027,30450,SF,23,15,0,benign
C002975,tcp,ssl,2.1457,2024,20966,SF,11,11,0,benign
C002976,tcp,-,0.04172,0,0,S0,1,0,1,ddos
C002977,tcp,ssl,2.7083,5054,6408,SF,7,4,0,benign
C002978,tcp,ssl,3.4472,748,4984,SF,11,7,0,benign
C002979,udp,dns,8.7269,3468,4194,SF,4,6,0,benign
C002980,tcp,http,4.1155,747,7782,SF,9,3,0,benign
C002981,tcp,ssh,3.1586,510,155,SF,10,5,1,bruteforce
C002982,tcp,ssl,1.5091,3627,555,SF,13,5,0,benign
C002983,icmp,-,4.428,7472,2508,SF,8,3,0,benign
C002984,tcp,ssh,10.1637,16160,25322,SF,20,11,0,benign
C002985,tcp,-,0.00238,0,0,S0,1,0,1,portscan
C002986,tcp,-,0.02008,0,0,S0,1,0,1,ddos
C002987,tcp,http,1.0682,4290,12520,SF,13,5,0,benign
C002988,tcp,http,0.2593,620,43176,SF,4,21,0,benign
C002989,tcp,ssl,11.3941,2616,66688,SF,8,32,0,benign
C002990,tcp,ssh,3.5922,671,306,SF,11,6,1,bruteforce
C002991,udp,dns,2.4382,7664,7890,S1,16,6,0,benign
C002992,tcp,-,0.00873,0,0,S0,1,1,1,portscan
C002993,tcp,http,5.6477,1608,1955,SF,6,17,0,benign
C002994,tcp,-,1.2125,5992,12430,SF,7,5,0,benign
C002995,tcp,-,0.00122,0,0,S0,1,0,1,portscan
C002996,tcp,ssl,7.0523,5430,19840,SF,15,31,0,benign
C002997,udp,dns,0.6862,4175,7700,SF,5,10,0,benign
C002998,tcp,http,1.4908,6412,24180,SF,7,15,0,benign
C002999,tcp,ssh,2.2688,6624,11935,SF,8,11,0,benign
C003000,tcp,-,0.00906,0,0,S0,1,0,1,portscan
C003001,tcp,ssl,4.3177,1990,22203,SF,5,9,0,benign
C003002,udp,-,0.01564,0,0,S0,1,0,1,ddos
C003003,udp,dns,2.4122,1240,46070,REJ,10,17,0,benign
C003004,tcp,ssl,8.2379,17404,35438,SF,19,29,0,benign
C003005,tcp,ssl,2.7414,4167,7368,SF,9,3,0,benign
C003006,tcp,ssl,6.1913,6392,6200,SF,8,10,0,benign
C003007,udp,dns,1.6598,4928,10026,SF,11,6,0,benign
C003008,tcp,http,5.2498,392,137412,SF,4,66,0,benign
C003009,udp,dns,9.3822,3157,14790,S1,11,5,0,benign
C003010,tcp,http,7.5815,6030,3532,SF,15,2,0,benign
C003011,tcp,ssl,7.5799,7776,11640,SF,36,5,0,benign
C003012,tcp,http,2.9222,4998,13500,SF,7,30,0,benign
C003013,udp,dns,6.8117,3206,6930,SF,7,6,0,benign
C003014,tcp,http,6.7213,5754,4088,SF,6,4,0,benign
C003015,tcp,http,5.5164,6556,13959,SF,11,11,0,benign
C003016,udp,dns,4.3711,4905,2684,SF,9,2,0,benign
C003017,tcp,ssh,3.9505,456,414,SF,6,9,1,bruteforce
C003018,tcp,ssl,2.5303,3300,3384,SF,5,24,0,benign
C003019,tcp,ssh,5.9184,5904,19677,SF,8,21,0,benign
C003020,udp,dns,1.7554,6168,14724,SF,12,12,0,benign
C003021,tcp,http,0.8112,5724,13473,SF,9,9,0,benign
C003022,icmp,-,3.1346,4064,7200,SF,8,10,0,benign
C003023,tcp,-,0.00413,0,0,S0,1,0,1,portscan
C003024,tcp,ssl,1.8529,2238,17682,SF,3,14,0,benign
C003025,tcp,ssl,1.0857,5060,55440,SF,10,44,0,benign
C003026,tcp,ssh,1.7533,594,150,SF,9,5,1,bruteforce
C003027,tcp,-,0.00858,0,0,S0,1,0,1,portscan
C003028,tcp,ssh,2.2389,621,342,SF,9,6,1,bruteforce
C003029,tcp,ssl,7.8872,2592,14092,RSTO,9,13,0,benign
C003030,tcp,ssh,2.0555,1040,180243,SF,4,63,0,benign
C003031,tcp,ssl,8.9059,1420,5448,SF,10,3,0,benign
C003032,tcp,http,3.0486,3661,10215,SF,7,15,0,benign
C003033,tcp,ssl,1.3445,3485,51290,SF,5,23,0,benign
C003034,tcp,-,0.009,0,0,S0,1,0,1,portscan
C003035,udp,dns,2.3028,1458,1872,SF,6,16,0,benign
C003036,tcp,http,0.6899,3028,4730,SF,4,5,0,benign
C003037,tcp,ssl,1.1204,8370,4238,SF,9,26,0,benign
C003038,tcp,-,0.00657,0,0,REJ,1,0,1,portscan
C003039,tcp,-,1.6471,3756,42370,SF,6,19,0,benign
C003040,tcp,http,2.81,2040,8850,SF,6,15,0,benign
C003041,tcp,-,0.01412,0,0,S0,2,0,1,ddos
C003042,tcp,http,1.4631,5124,5800,SF,7,25,0,benign
C003043,udp,dns,0.6225,2301,7528,SF,3,8,0,benign
C003044,tcp,ssl,1.7222,4488,6309,S1,6,9,0,benign
C003045,tcp,-,0.00263,0,0,S0,1,0,1,portscan
C003046,tcp,ssl,2.8052,7280,7344,SF,10,24,0,benign
C003047,tcp,http,2.1516,8091,3816,SF,9,3,0,benign
C003048,tcp,http,4.023,1496,8365,REJ,8,5,0,benign
C003049,tcp,ssh,0.566,14415,29040,S1,15,12,0,benign
C003050,tcp,-,9.1325,669,7960,SF,3,5,0,benign
C003051,tcp,ftp,3.3945,270,513,SF,6,9,1,bruteforce
C003052,tcp,http,12.8516,13319,3714,SF,19,3,0,benign
C003053,tcp,http,0.7946,6008,10820,SF,8,4,0,benign
C003054,udp,dns,2.6542,2370,8968,SF,10,4,0,benign
C003055,tcp,http,4.8924,603,29887,RSTO,9,13,0,benign
C003056,udp,dns,11.3472,2286,32682,SF,9,13,0,benign
C003057,tcp,-,5.4792,430,42228,SF,5,36,0,benign
C003058,tcp,-,0.00671,0,0,REJ,1,1,1,portscan
C003059,udp,dns,2.4253,4351,12480,SF,19,16,0,benign
C003060,tcp,ssl,1.1411,3808,8840,SF,7,17,0,benign
C003061,tcp,ssl,9.3893,2907,30320,SF,9,40,0,benign
C003062,tcp,-,0.03496,0,0,S0,2,0,1,ddos
C003063,udp,dns,2.1914,4991,4662,SF,7,3,0,benign
C003064,tcp,-,3.2426,2808,7344,SF,4,68,0,benign
C003065,tcp,http,0.6602,1813,3516,SF,7,6,0,benign
C003066,tcp,-,5.4925,2424,33894,SF,6,18,0,benign
C003067,udp,-,0.01576,0,0,S0,1,0,1,ddos
C003068,tcp,http,6.8858,2164,17248,SF,4,7,0,benign
C003069,tcp,-,0.00828,0,0,S0,1,0,1,portscan
C003070,tcp,-,0.00691,0,0,S0,1,1,1,portscan
C003071,tcp,-,3.6439,6620,4664,SF,20,8,0,benign
C003072,tcp,ssl,3.6655,8680,74475,SF,10,25,0,benign
C003073,udp,dns,1.0069,8835,12507,S1,15,11,0,benign
C003074,tcp,-,0.00624,0,0,REJ,1,1,1,portscan
C003075,tcp,http,5.082,18300,40288,SF,20,16,0,benign
C003076,tcp,-,0.00323,0,0,REJ,1,0,1,portscan
C003077,tcp,-,0.00759,0,0,S0,1,0,1,portscan
C003078,tcp,-,0.00718,0,0,S0,1,0,1,portscan
C003079,tcp,-,3.8527,5484,23010,SF,6,26,0,benign
C003080,udp,dns,1.1341,5730,12712,SF,6,28,0,benign
C003081,tcp,-,0.00549,0,0,REJ,1,1,1,portscan
C003082,tcp,ssh,7.8292,4584,6264,SF,8,6,0,benign
C003083,tcp,ssl,11.3557,6696,28460,S1,9,10,0,benign
C003084,udp,dns,2.2142,1974,14084,SF,3,14,0,benign
C003085,tcp,ssl,13.1568,1469,1088,SF,13,8,0,benign
C003086,tcp,http,0.9498,7857,158820,SF,9,60,0,benign
C003087,tcp,-,16.3741,5400,27852,SF,24,22,0,benign
C003088,udp,dns,8.6622,3426,17472,SF,6,26,0,benign
C003089,udp,dns,13.377,4704,58029,SF,8,29,0,benign
C003090,tcp,ssl,5.1757,6928,9552,SF,8,8,0,benign
C003091,tcp,ssl,17.0823,2244,2160,SF,6,10,0,benign
C003092,tcp,-,0.02219,0,0,S0,1,0,1,ddos
C003093,tcp,http,6.7184,6347,24615,SF,11,15,0,benign
C003094,tcp,-,0.00554,0,0,S0,1,0,1,portscan
C003095,tcp,-,0.0479,0,0,S0,2,0,1,ddos
C003096,tcp,ssl,3.8823,2845,1195,SF,5,5,0,benign
C003097,tcp,-,3.3419,606,7532,SF,6,4,0,benign
C003098,udp,dns,5.2051,13944,1490,SF,14,5,0,benign
C003099,tcp,ssl,6.5826,3969,34155,SF,7,23,0,benign
C003100,tcp,-,11.6946,9660,3156,SF,10,4,0,benign
C003101,tcp,http,7.8688,2695,22016,SF,7,16,0,benign
C003102,tcp,ssh,1.2886,630,301,SF,10,7,1,bruteforce
C003103,tcp,http,13.1282,1544,2554,SF,4,2,0,benign
C003104,tcp,ssl,7.4776,5220,635,SF,6,5,0,benign
C003105,tcp,-,2.7584,7392,23848,RSTO,28,8,0,benign
C003106,tcp,http,1.7766,2259,4272,SF,9,8,0,benign
C003107,tcp,ssl,1.353,1848,13153,SF,6,7,0,benign
C003108,tcp,http,4.9574,13572,5828,SF,26,4,0,benign
C003109,tcp,-,0.00912,0,0,S0,1,0,1,portscan
C003110,tcp,ssl,6.4207,2583,3349,SF,7,17,0,benign
C003111,tcp,http,1.0902,2912,58848,SF,13,24,0,benign
C003112,tcp,ssh,2.9215,450,300,SF,9,6,1,bruteforce
C003113,tcp,-,0.00324,0,0,S0,1,1,1,portscan
C003114,tcp,http,1.59,4866,5915,SF,6,13,0,benign
C003115,tcp,ftp,3.0573,406,333,SF,7,9,1,bruteforce
C003116,tcp,ssl,0.9634,3724,9960,SF,4,6,0,benign
C003117,tcp,ssl,5.3812,2760,15072,SF,6,6,0,benign
C003118,tcp,-,0.00332,0,0,S0,1,1,1,portscan
C003119,tcp,http,10.8974,3005,44860,SF,5,20,0,benign
C003120,tcp,-,0.00038,0,0,S0,1,0,1,portscan
C003121,tcp,-,0.04218,0,0,S0,1,0,1,ddos
C003122,tcp,-,0.00472,0,0,S0,1,1,1,portscan
C003123,tcp,ssl,1.2617,5971,69066,SF,7,27,0,benign
C003124,tcp,ssh,3.0023,539,258,SF,11,6,1,bruteforce
C003125,tcp,ssl,0.4671,9828,17212,SF,12,13,0,benign
C003126,udp,dns,2.253,4125,31239,REJ,11,13,0,benign
C003127,udp,dns,1.3693,3498,4206,SF,11,3,0,benign
C003128,tcp,-,0.00864,0,0,S0,1,0,1,portscan
C003129,tcp,-,0.00047,0,0,S0,1,0,1,ddos
C003130,tcp,ssl,3.1076,3136,10020,SF,4,4,0,benign
C003131,tcp,-,0.04556,0,0,S0,1,0,1,ddos
C003132,tcp,-,1.0541,1888,4977,SF,4,7,0,benign
C003133,tcp,-,0.00099,0,0,S0,1,1,1,portscan
C003134,tcp,http,10.369,9700,1898,SF,10,1,0,benign
C003135,tcp,http,2.9214,22708,51750,SF,28,25,0,benign
C003136,tcp,http,3.0914,1540,1175,S1,20,5,0,benign
C003137,udp,dns,2.3844,13277,80620,SF,17,29,0,benign
C003138,tcp,ssl,3.2879,8613,52488,SF,9,18,0,benign
C003139,tcp,ssh,2.7295,638,477,SF,11,9,1,bruteforce
C003140,tcp,ssh,2.3435,462,432,SF,7,9,1,bruteforce
C003141,udp,dns,3.1516,348,39858,SF,4,21,0,benign
C003142,tcp,-,0.00378,0,0,S0,2,0,1,ddos
C003143,tcp,http,2.0349,3914,71665,SF,19,55,0,benign
C003144,tcp,ssh,3.1634,490,248,SF,10,8,1,bruteforce
C003145,tcp,http,1.447,1600,17022,SF,5,6,0,benign
C003146,tcp,-,0.00662,0,0,REJ,1,1,1,portscan
C003147,udp,-,0.04951,0,0,S0,1,0,1,ddos
C003148,tcp,http,4.8045,2712,25540,RSTO,12,10,0,benign
C003149,udp,dns,0.6719,1452,274,SF,6,2,0,benign
C003150,udp,dns,3.5082,3952,15066,SF,4,6,0,benign
C003151,tcp,http,2.0008,22932,37960,SF,28,20,0,benign
C003152,tcp,ssl,5.2123,14100,4766,SF,15,2,0,benign
C003153,tcp,http,0.8859,17425,45866,SF,25,19,0,benign
C003154,tcp,-,3.4421,2941,11364,SF,17,6,0,benign
C003155,tcp,ftp,1.6946,568,297,SF,8,9,1,bruteforce
C003156,tcp,http,1.1038,4264,75392,SF,13,32,0,benign
C003157,tcp,-,10.2861,3912,5492,SF,6,4,0,benign
C003158,tcp,http,3.4972,10755,32760,SF,15,14,0,benign
C003159,tcp,-,0.02258,0,0,S0,2,0,1,ddos
C003160,tcp,-,0.00782,0,0,REJ,1,0,1,portscan
C003161,tcp,ssl,0.8894,2232,16038,SF,3,11,0,benign
C003162,tcp,-,0.00598,0,0,S0,1,0,1,ddos
C003163,tcp,http,3.233,6104,18882,SF,7,9,0,benign
C003164,tcp,ssh,1.1946,473,210,SF,11,7,1,bruteforce
C003165,tcp,http,5.442,10000,13920,SF,16,5,0,benign
C003166,udp,dns,8.374,380,8913,SF,5,3,0,benign
C003167,tcp,http,0.9649,8489,6660,SF,13,4,0,benign
C003168,tcp,-,14.4839,1575,10336,SF,5,4,0,benign
C003169,tcp,http,3.6066,2718,4950,SF,6,9,0,benign
C003170,udp,dns,6.7632,2272,18568,SF,16,8,0,benign
C003171,tcp,ssl,0.9919,3948,8712,SF,12,6,0,benign
C003172,tcp,http,13.3587,5845,13860,SF,7,5,0,benign
C003173,tcp,http,1.2956,1476,15108,SF,6,6,0,benign
C003174,tcp,ftp,3.5739,240,270,SF,6,6,1,bruteforce
C003175,tcp,ssl,11.5382,2896,1088,SF,4,4,0,benign
C003176,tcp,http,3.8174,2865,5508,SF,5,12,0,benign
C003177,tcp,-,0.02189,0,0,S0,2,0,1,ddos
C003178,tcp,ssh,3.2977,384,205,SF,8,5,1,bruteforce
C003179,tcp,ssl,3.1572,4475,14315,SF,5,7,0,benign
C003180,tcp,-,0.00262,0,0,REJ,1,0,1,portscan
C003181,tcp,-,0.03265,0,0,S0,2,0,1,ddos
C003182,tcp,http,2.2229,7304,19677,SF,8,7,0,benign
C003183,tcp,-,2.399,2849,2304,SF,7,16,0,benign
C003184,tcp,ssh,2.266,530,200,SF,10,5,1,bruteforce
C003185,tcp,http,3.0321,5208,60504,SF,6,24,0,benign
C003186,tcp,-,0.00073,0,0,S0,1,1,1,portscan
C003187,tcp,ssl,2.7506,7448,21180,SF,8,20,0,benign
C003188,tcp,-,0.00035,0,0,REJ,1,0,1,portscan
C003189,tcp,-,6.3765,800,16920,SF,5,9,0,benign
C003190,tcp,ssh,2.2471,294,190,SF,6,5,1,bruteforce
C003191,tcp,-,0.00516,0,0,S0,1,0,1,portscan
C003192,icmp,-,1.6541,776,9445,SF,4,5,0,benign
C003193,tcp,ssh,1.5527,550,294,SF,10,7,1,bruteforce
C003194,tcp,ssl,0.3284,1760,3468,RSTO,11,4,0,benign
C003195,udp,dns,6.6842,2076,6240,SF,12,5,0,benign
C003196,tcp,-,0.00759,0,0,REJ,1,1,1,portscan
C003197,tcp,-,0.00827,0,0,S0,1,0,1,portscan
C003198,tcp,-,1.6437,12975,8797,SF,15,19,0,benign
C003199,tcp,ssh,2.0078,594,318,SF,9,6,1,bruteforce
C003200,tcp,http,1.3172,1125,17576,SF,9,13,0,benign
C003201,tcp,ssh,2.407,1421,55377,SF,7,21,0,benign
C003202,tcp,ssh,1.1378,700,205,SF,10,5,1,bruteforce
C003203,tcp,ssl,9.4375,7476,53892,REJ,14,18,0,benign
C003204,tcp,http,3.1246,480,8360,SF,3,11,0,benign
C003205,udp,dns,4.1003,2517,7860,SF,3,20,0,benign
C003206,tcp,-,0.00371,0,0,S0,1,1,1,portscan
C003207,tcp,ssh,2.3304,670,225,SF,10,5,1,bruteforce
C003208,tcp,http,8.6758,5888,42201,SF,8,27,0,benign
C003209,udp,dns,12.2752,6354,6160,SF,18,20,0,benign
C003210,udp,-,0.01082,0,0,S0,1,0,1,ddos
C003211,tcp,-,0.0132,0,0,S0,2,0,1,ddos
C003212,tcp,http,3.5663,3168,33838,SF,11,14,0,benign
C003213,tcp,ssl,8.5762,332,11210,SF,4,5,0,benign
C003214,tcp,-,0.00433,0,0,S0,1,0,1,portscan
C003215,tcp,ssh,2.503,430,204,SF,10,6,1,bruteforce
C003216,tcp,-,0.00862,0,0,REJ,1,0,1,portscan
C003217,tcp,ssl,4.2549,10761,8322,SF,17,6,0,benign
C003218,udp,dns,2.2153,1704,1788,SF,6,3,0,benign
C003219,tcp,ssl,8.4319,3436,3358,S1,4,2,0,benign
C003220,tcp,http,7.864,6264,7956,SF,9,4,0,benign
C003221,tcp,ssl,4.6341,6750,16191,SF,15,9,0,benign
C003222,tcp,-,6.5291,4565,7584,SF,5,6,0,benign
C003223,udp,dns,9.182,5211,35664,S1,27,12,0,benign
C003224,tcp,ssl,2.9029,1860,13170,SF,3,6,0,benign
C003225,tcp,ssl,3.0585,1192,17178,SF,4,14,0,benign
C003226,tcp,http,3.9509,2360,25785,SF,8,9,0,benign
C003227,udp,dns,3.4986,813,10400,SF,3,13,0,benign
C003228,tcp,ssl,9.1845,9142,17630,SF,14,10,0,benign
C003229,tcp,-,0.00817,0,0,S0,1,0,1,portscan
C003230,udp,dns,2.5806,7710,9006,SF,15,6,0,benign
